"","V1","V2","V3"
"result.1490",289805,0.8,0.9
"result.1491",290191,0.75,0.95
"result.1492",290200,0.75,0.85
"result.1493",290372,0.75,0.8
"result.1494",290422,0.75,0.8
"result.1495",290641,0.75,0.85
"result.1496",290657,0.8,0.9
"result.1497",290666,0.55,0.9
"result.1498",290707,0.8,0.95
"result.1499",290746,0.85,0.9
"result.1500",290748,0.8,0.9
"result.1501",290915,0.7,0.9
"result.1502",290942,0.75,0.8
"result.1503",290959,0.65,0.85
"result.1504",291050,0.8,0.85
"result.1505",291110,0.7,0.85
"result.1506",291141,0.8,0.9
"result.1507",291148,0.65,0.9
"result.1508",291213,0.8,0.85
"result.1509",291475,0.75,0.85
"result.1510",291486,0.75,0.9
"result.1511",291516,0.8,0.95
"result.1512",291520,0.8,0.95
"result.1513",291808,0.75,0.9
"result.1514",291952,0.75,0.8
"result.1515",291984,0.65,0.65
"result.1516",292023,0.5,0.85
"result.1517",292302,0.6,0.9
"result.1518",292321,0.6,0.9
"result.1519",292325,0.6,0.9
"result.1520",292337,0.55,0.9
"result.1521",292349,0.85,0.95
"result.1522",292359,0.75,0.95
"result.1523",292527,0.75,0.9
"result.1524",292533,0.65,0.85
"result.1525",292610,0.6,0.9
"result.1526",292620,0.75,0.8
"result.1527",292635,0.75,0.95
"result.1528",292637,0.7,0.8
"result.1529",292639,0.7,0.95
"result.1530",292759,0.65,0.85
"result.1531",292850,0.7,0.9
"result.1532",292885,0.75,0.95
"result.1533",292940,0.8,0.95
"result.1534",293055,0.75,0.85
"result.1535",293191,0.85,0.95
"result.1536",293204,0.6,0.9
"result.1537",293215,0.75,0.95
"result.1538",293326,0.65,0.85
"result.1539",293363,0.75,0.8
"result.1540",293385,0.8,0.9
"result.1541",293593,0.6,0.9
"result.1542",293625,0.6,0.9
"result.1543",293802,0.75,0.85
"result.1544",293882,0.6,0.9
"result.1545",294178,0.6,0.9
"result.1546",294203,0.75,0.9
"result.1547",294325,0.65,0.8
"result.1548",294336,0.75,0.95
"result.1549",294597,0.75,0.95
"result.1550",294816,0.75,0.9
"result.1551",294914,0.8,0.9
"result.1552",294925,0.75,0.9
"result.1553",294971,0.75,0.95
"result.1554",294975,0.75,0.95
"result.1555",295019,0.4,0.6
"result.1556",295258,0.8,0.95
"result.1557",295295,0.45,0.65
"result.1558",295352,0.7,0.9
"result.1559",295489,0.7,0.9
"result.1560",295526,0.7,0.95
"result.1561",295550,0.7,0.9
"result.1562",295651,0.75,0.95
"result.1563",295800,0.85,0.95
"result.1564",296045,0.85,0.9
"result.1565",296053,0.55,0.8
"result.1566",296292,0.8,0.9
"result.1567",296389,0.75,0.9
"result.1568",296415,0.7,0.9
"result.1569",296496,0.8,0.9
"result.1570",296669,0.8,0.9
"result.1571",296674,0.75,0.9
"result.1572",296677,0.8,0.95
"result.1573",296767,0.65,0.75
"result.1574",297064,0.85,0.95
"result.1575",297239,0.7,0.95
"result.1576",297275,0.7,0.95
"result.1577",297280,0.75,0.9
"result.1578",297285,0.85,0.9
"result.1579",297304,0.8,0.9
"result.1580",297356,0.5,0.8
"result.1581",297490,0.85,0.95
"result.1582",297524,0.85,0.9
"result.1583",297532,0.8,0.9
"result.1584",297577,0.75,0.9
"result.1585",297596,0.8,0.9
"result.1586",297721,0.8,0.9
"result.1587",297735,0.7,0.95
"result.1588",297744,0.5,0.8
"result.1589",297769,0.85,0.9
"result.1590",297854,0.8,0.95
"result.1591",297870,0.85,0.9
"result.1592",297885,0.55,0.8
"result.1593",297998,0.8,0.95
"result.1594",298035,0.75,0.9
"result.1595",298114,0.75,0.9
"result.1596",298118,0.6,0.85
"result.1597",298319,0.85,0.9
"result.1598",298321,0.6,0.85
"result.1599",298338,0.8,0.9
"result.1600",298391,0.9,0.95
"result.1601",298395,0.8,0.9
"result.1602",298444,0.6,0.8
"result.1603",298564,0.7,0.95
"result.1604",298626,0.8,0.85
"result.1605",298671,0.6,0.85
"result.1606",298687,0.45,0.7
"result.1607",298844,0.65,0.9
"result.1608",298867,0.75,0.85
"result.1609",298960,0.65,0.9
"result.1610",299056,0.7,0.95
"result.1611",299119,0.6,0.85
"result.1612",299154,0.75,0.95
"result.1613",299248,0.7,0.9
"result.1614",299249,0.8,0.95
"result.1615",299487,0.8,0.85
"result.1616",299691,0.85,0.95
"result.1617",299765,NA,0.6
"result.1618",299863,0.7,0.9
"result.1619",299948,0.65,0.75
"result.1620",300037,0.65,0.8
"result.1621",300483,0.8,0.9
"result.1622",300528,0.65,0.8
"result.1623",300569,0.8,0.9
"result.1624",301019,0.7,0.8
"result.1625",301041,0.75,0.9
"result.1626",301118,0.75,0.95
"result.1627",301272,0.65,0.85
"result.1628",301319,0.65,0.8
"result.1629",301371,0.8,0.95
"result.1630",301599,0.75,0.95
"result.1631",301819,0.7,0.95
"result.1632",302285,0.85,0.9
"result.1633",302338,0.8,0.85
"result.1634",302567,0.55,0.65
"result.1635",302765,0.7,0.95
"result.1636",302788,0.55,0.55
"result.1637",302980,0.6,0.85
"result.1638",303240,0.65,0.85
"result.1639",303390,0.75,0.9
"result.1640",303636,0.75,0.9
"result.1641",303662,0.75,0.85
"result.1642",303735,0.8,0.9
"result.1643",303738,0.65,0.9
"result.1644",303827,0.4,0.6
"result.1645",303976,0.8,0.9
"result.1646",304121,0.5,0.75
"result.1647",304244,0.65,0.9
"result.1648",304270,NA,0.6
"result.1649",304294,0.75,0.9
"result.1650",304402,0.65,0.85
"result.1651",304624,0.6,0.7
"result.1652",304718,0.75,0.9
"result.1653",304770,0.4,0.6
"result.1654",304790,0.8,0.95
"result.1655",305009,0.4,0.85
"result.1656",305198,0.5,0.6
"result.1657",305205,NA,0.6
"result.1658",305215,0.8,0.9
"result.1659",305216,0.65,0.95
"result.1660",305273,0.75,0.9
"result.1661",305463,0.7,0.85
"result.1662",305583,0.8,0.9
"result.1663",305706,0.7,0.9
"result.1664",305710,0.7,0.95
"result.1665",305795,0.8,0.9
"result.1666",305978,0.4,0.6
"result.1667",306027,0.75,0.9
"result.1668",306037,0.75,0.9
"result.1669",306098,0.7,0.9
"result.1670",306218,0.85,0.95
"result.1671",306432,0.8,0.9
"result.1672",306590,0.8,0.9
"result.1673",306635,0.75,0.95
"result.1674",307087,0.75,0.9
"result.1675",307503,0.65,0.9
"result.1676",307920,0.75,0.9
"result.1677",308343,0.4,0.75
"result.1678",308378,0.45,0.9
"result.1679",308994,0.6,0.9
"result.1680",309059,0.45,0.85
"result.1681",309170,0.8,0.9
"result.1682",309239,NA,0.7
"result.1683",309256,0.75,0.8
"result.1684",309416,0.5,0.65
"result.1685",309484,0.65,0.65
"result.1686",309651,0.75,0.9
"result.1687",309795,0.8,0.9
"result.1688",309796,0.75,0.85
"result.1689",309822,0.8,0.9
"result.1690",309824,0.45,0.7
"result.1691",309857,0.85,0.95
"result.1692",309910,0.75,0.8
"result.1693",309939,0.55,0.85
"result.1694",310066,0.8,0.9
"result.1695",310099,0.8,0.95
"result.1696",310106,0.8,0.9
"result.1697",310246,0.8,0.9
"result.1698",310333,0.5,0.55
"result.1699",310337,0.6,0.75
"result.1700",310376,0.4,0.65
"result.1701",310419,0.65,0.85
"result.1702",310575,0.8,0.95
"result.1703",310659,0.75,0.75
"result.1704",310696,0.7,0.9
"result.1705",310744,0.75,0.9
"result.1706",310843,NA,0.75
"result.1707",310866,0.75,0.8
"result.1708",310902,0.7,0.95
"result.1709",310962,0.85,0.95
"result.1710",310977,0.6,0.8
"result.1711",311057,0.75,0.9
"result.1712",311058,0.65,0.9
"result.1713",311101,0.7,0.9
"result.1714",311112,0.65,0.85
"result.1715",311137,0.55,0.8
"result.1716",311145,0.8,0.9
"result.1717",311190,0.7,0.75
"result.1718",311373,0.8,0.9
"result.1719",311510,0.7,0.8
"result.1720",311522,0.65,0.65
"result.1721",311549,0.8,0.95
"result.1722",311618,0.75,0.9
"result.1723",311675,0.85,0.9
"result.1724",311766,0.75,0.8
"result.1725",311829,0.6,0.85
"result.1726",311830,0.6,0.85
"result.1727",311855,0.8,0.95
"result.1728",312013,0.75,0.9
"result.1729",312071,0.8,0.9
"result.1730",312186,0.6,0.65
"result.1731",312200,0.8,0.85
"result.1732",312485,0.75,0.9
"result.1733",312605,0.6,0.85
"result.1734",312734,0.85,0.9
"result.1735",312739,0.7,0.75
"result.1736",312789,0.7,0.85
"result.1737",312841,0.7,0.95
"result.1738",312934,0.55,0.75
"result.1739",313002,0.55,0.65
"result.1740",313103,0.8,0.95
"result.1741",313110,0.8,0.95
"result.1742",313301,0.5,0.85
"result.1743",313303,0.8,0.9
"result.1744",313307,0.75,0.85
"result.1745",313309,0.75,0.85
"result.1746",313396,0.7,0.7
"result.1747",313754,0.75,0.85
"result.1748",313798,0.85,0.95
"result.1749",313967,0.75,0.9
"result.1750",314020,0.8,0.9
"result.1751",314073,0.75,0.8
"result.1752",314194,0.7,0.8
"result.1753",314291,0.7,0.9
"result.1754",314385,0.6,0.8
"result.1755",314572,0.75,0.9
"result.1756",314638,0.85,0.9
"result.1757",314731,0.8,0.85
"result.1758",314763,0.6,0.9
"result.1759",314805,0.7,0.9
"result.1760",314808,0.85,0.9
"result.1761",314942,0.9,0.95
"result.1762",314949,0.65,0.8
"result.1763",315185,0.7,0.9
"result.1764",315315,0.85,0.95
"result.1765",315640,0.7,0.9
"result.1766",315777,0.6,0.85
"result.1767",315822,0.55,0.9
"result.1768",315919,0.7,0.7
"result.1769",315953,0.7,0.85
"result.1770",316282,0.85,0.95
"result.1771",316338,0.8,0.9
"result.1772",316370,0.8,0.95
"result.1773",316790,0.85,0.9
"result.1774",316897,0.75,0.85
"result.1775",317280,0.85,0.95
"result.1776",317383,0.85,0.95
"result.1777",317547,0.55,0.9
"result.1778",317791,0.55,0.9
"result.1779",318107,0.8,0.9
"result.1780",318237,0.8,0.85
"result.1781",318281,0.85,0.95
"result.1782",318300,0.45,0.6
"result.1783",318317,0.75,0.95
"result.1784",318674,0.55,0.9
"result.1785",318845,0.75,0.8
"result.1786",318854,0.5,0.9
"result.1787",318977,0.65,0.8
"result.1788",319138,0.8,0.9
"result.1789",319302,0.6,0.8
"result.1790",319578,0.9,0.95
"result.1791",319876,0.5,0.7
"result.1792",320230,0.6,0.9
"result.1793",320268,0.8,0.85
"result.1794",320372,0.8,0.9
"result.1795",320702,0.65,0.9
"result.1796",320877,0.75,0.9
"result.1797",321060,0.65,0.9
"result.1798",321298,0.8,0.9
"result.1799",321471,0.8,0.9
"result.1800",321708,0.5,0.5
"result.1801",322421,0.8,0.9
"result.1802",322462,0.85,0.9
"result.1803",322505,0.85,0.95
"result.1804",322512,0.5,0.7
"result.1805",322516,0.6,0.8
"result.1806",322679,0.7,0.9
"result.1807",322780,0.7,0.9
"result.1808",323124,0.7,0.9
"result.1809",323557,0.7,0.9
"result.1810",323683,0.8,0.95
"result.1811",323706,NA,0.85
"result.1812",323843,0.8,0.95
"result.1813",324120,0.85,0.85
"result.1814",324248,0.8,0.95
"result.1815",324271,0.65,0.9
"result.1816",324344,0.8,0.9
"result.1817",324491,0.5,0.5
"result.1818",324570,0.8,0.9
"result.1819",324580,0.8,0.9
"result.1820",324738,0.85,0.9
"result.1821",324777,NA,0.85
"result.1822",324838,0.45,0.8
"result.1823",324989,0.6,0.8
"result.1824",325150,0.7,0.95
"result.1825",325191,0.85,0.9
"result.1826",325195,0.8,0.85
"result.1827",325202,0.8,0.95
"result.1828",325432,0.8,0.9
"result.1829",325435,0.6,0.85
"result.1830",325609,0.8,0.95
"result.1831",325747,0.6,0.85
"result.1832",325901,0.85,0.9
"result.1833",325930,0.6,0.7
"result.1834",326026,0.85,0.9
"result.1835",326071,0.85,0.9
"result.1836",326214,0.8,0.85
"result.1837",326272,0.55,0.9
"result.1838",326548,0.7,0.9
"result.1839",326659,0.5,0.6
"result.1840",326759,0.8,0.95
"result.1841",326858,0.75,0.9
"result.1842",327130,0.85,0.9
"result.1843",327169,0.45,0.7
"result.1844",327203,0.7,0.8
"result.1845",327263,0.8,0.9
"result.1846",327313,0.55,0.85
"result.1847",327413,0.65,0.7
"result.1848",327788,0.7,0.75
"result.1849",327956,0.7,0.95
"result.1850",328145,0.5,0.55
"result.1851",328360,0.7,0.8
"result.1852",328373,0.7,0.8
"result.1853",328377,0.7,0.85
"result.1854",328501,0.5,0.85
"result.1855",328734,0.65,0.75
"result.1856",328950,0.75,0.9
"result.1857",329017,0.65,0.85
"result.1858",329107,0.65,0.9
"result.1859",329291,0.75,0.9
"result.1860",329350,0.75,0.95
"result.1861",329418,0.8,0.95
"result.1862",329434,0.5,0.85
"result.1863",329531,0.7,0.75
"result.1864",329601,0.85,0.95
"result.1865",329814,0.8,0.9
"result.1866",329895,0.65,0.75
"result.1867",329937,0.7,0.85
"result.1868",329982,0.7,0.85
"result.1869",330119,0.6,0.95
"result.1870",330146,0.65,0.85
"result.1871",330225,0.85,0.95
"result.1872",330312,0.6,0.85
"result.1873",330324,0.45,0.5
"result.1874",330418,0.8,0.95
"result.1875",330503,0.55,0.8
"result.1876",330534,0.7,0.9
"result.1877",330743,0.8,0.95
"result.1878",330933,0.8,0.95
"result.1879",330936,0.85,0.95
"result.1880",330941,0.75,0.9
"result.1881",330977,0.7,0.95
"result.1882",331014,0.65,0.95
"result.1883",331036,0.6,0.9
"result.1884",331118,0.8,0.95
"result.1885",331144,0.55,0.85
"result.1886",331186,0.5,0.9
"result.1887",331225,0.45,0.45
"result.1888",331232,0.8,0.9
"result.1889",331400,0.75,0.9
"result.1890",331584,0.7,0.9
"result.1891",331981,0.8,0.95
"result.1892",332174,0.7,0.9
"result.1893",332629,0.6,0.9
"result.1894",332664,0.55,0.8
"result.1895",332789,NA,NA
"result.1896",333261,NA,0.5
"result.1897",333293,NA,0.8
"result.1898",333310,0.7,0.9
"result.1899",333313,0.55,0.9
"result.1900",333444,0.6,0.85
"result.1901",333502,0.6,0.95
"result.1902",333723,0.75,0.9
"result.1903",333781,0.75,0.85
"result.1904",333854,0.45,0.85
"result.1905",333863,NA,0.55
"result.1906",333892,0.55,0.85
"result.1907",333998,0.75,0.9
"result.1908",334184,0.7,0.9
"result.1909",334186,0.75,0.95
"result.1910",334329,NA,0.5
"result.1911",334778,0.6,0.85
"result.1912",334906,0.75,0.9
"result.1913",335017,NA,NA
"result.1914",335251,0.4,0.75
"result.1915",335254,NA,0.55
"result.1916",335258,NA,0.5
"result.1917",335276,NA,0.5
"result.1918",335376,0.4,0.9
"result.1919",335495,0.75,0.9
"result.1920",335727,0.6,0.85
"result.1921",335731,0.65,0.85
"result.1922",335749,NA,0.55
"result.1923",335834,0.85,0.95
"result.1924",335937,0.45,0.8
"result.1925",335984,0.8,0.9
"result.1926",335990,NA,NA
"result.1927",335992,0.65,0.8
"result.1928",336057,0.65,0.8
"result.1929",336151,0.6,0.95
"result.1930",336181,0.45,0.75
"result.1931",336311,0.7,0.85
"result.1932",336410,0.45,0.8
"result.1933",336456,NA,NA
"result.1934",336509,0.5,0.9
"result.1935",336649,0.45,0.8
"result.1936",336659,0.8,0.9
"result.1937",336711,0.6,0.9
"result.1938",336733,0.45,0.75
"result.1939",336767,0.65,0.75
"result.1940",336917,0.45,0.75
"result.1941",336918,0.75,0.9
"result.1942",336963,0.55,0.9
"result.1943",337034,0.55,0.8
"result.1944",337131,0.75,0.9
"result.1945",337369,0.6,0.7
"result.1946",337377,0.6,0.9
"result.1947",337792,0.5,0.85
"result.1948",337794,0.45,0.85
"result.1949",337796,0.45,0.9
"result.1950",338231,NA,0.6
"result.1951",338377,0.6,0.8
"result.1952",338411,NA,NA
"result.1953",338461,0.85,0.95
"result.1954",338655,0.4,0.4
"result.1955",338792,NA,NA
"result.1956",338807,0.55,0.9
"result.1957",338812,0.5,0.85
"result.1958",338845,0.8,0.85
"result.1959",338973,0.7,0.85
"result.1960",339238,NA,NA
"result.1961",339242,0.5,0.85
"result.1962",339402,0.8,0.85
"result.1963",339468,NA,0.45
"result.1964",339498,0.6,0.85
"result.1965",339870,0.85,0.9
"result.1966",340234,0.65,0.85
"result.1967",340585,0.7,0.85
"result.1968",340616,0.65,0.8
"result.1969",340908,0.45,0.9
"result.1970",340952,0.65,0.95
"result.1971",341095,0.65,0.75
"result.1972",341260,0.8,0.85
"result.1973",341498,0.7,0.85
"result.1974",341512,0.65,0.8
"result.1975",341564,0.7,0.95
"result.1976",341613,0.75,0.9
"result.1977",341773,0.65,0.95
"result.1978",341835,0.75,0.9
"result.1979",341954,0.65,0.9
"result.1980",342123,0.85,0.9
"result.1981",342228,0.7,0.75
"result.1982",342426,0.7,0.75
"result.1983",342526,NA,NA
"result.1984",342551,0.9,0.95
"result.1985",342772,0.6,0.85
"result.1986",342790,0.8,0.9
"result.1987",343000,0.75,0.85
"result.1988",343133,NA,NA
"result.1989",343135,NA,0.6
"result.1990",343149,0.7,0.85
"result.1991",343208,0.75,0.9
"result.1992",343213,0.75,0.9
"result.1993",343406,0.65,0.9
"result.1994",343599,0.6,0.65
"result.1995",343879,NA,0.5
"result.1996",344036,NA,0.55
"result.1997",344084,0.75,0.9
"result.1998",344360,NA,0.85
"result.1999",344362,NA,0.9
"result.2000",344398,0.75,0.9
"result.2001",344601,0.65,0.9
"result.2002",344688,NA,0.9
"result.2003",344760,0.75,0.9
"result.2004",344874,NA,0.95
"result.2005",345175,0.75,0.85
"result.2006",345344,0.7,0.9
"result.2007",345390,0.75,0.85
"result.2008",345517,0.7,0.85
"result.2009",345625,0.5,0.9
"result.2010",345755,0.8,0.85
"result.2011",345881,0.75,0.9
"result.2012",345948,0.8,0.85
"result.2013",346033,0.75,0.9
"result.2014",346082,0.7,0.9
"result.2015",346222,0.75,0.85
"result.2016",347106,0.75,0.9
"result.2017",347426,0.8,0.95
"result.2018",347541,NA,0.7
"result.2019",347674,0.65,0.9
"result.2020",347688,0.75,0.9
"result.2021",347728,0.75,0.8
"result.2022",347832,NA,0.45
"result.2023",347991,0.8,0.95
"result.2024",348210,0.4,0.85
"result.2025",348211,NA,0.6
"result.2026",348555,0.5,0.8
"result.2027",348556,NA,0.85
"result.2028",348600,0.75,0.95
"result.2029",348767,NA,0.45
"result.2030",348781,0.75,0.95
"result.2031",349090,NA,0.85
"result.2032",349094,0.65,0.7
"result.2033",349141,0.6,0.9
"result.2034",349306,0.8,0.95
"result.2035",349416,0.55,0.75
"result.2036",349421,NA,0.65
"result.2037",349752,0.7,0.85
"result.2038",350079,0.4,0.7
"result.2039",350466,0.85,0.9
"result.2040",350469,0.85,0.95
"result.2041",350646,0.8,0.9
"result.2042",350674,0.7,0.75
"result.2043",350945,NA,0.7
"result.2044",350979,0.8,0.9
"result.2045",351154,0.8,0.9
"result.2046",351239,0.75,0.85
"result.2047",351282,0.6,0.8
"result.2048",351957,NA,0.7
"result.2049",352349,NA,0.8
"result.2050",352732,NA,0.65
"result.2051",352837,0.65,0.9
"result.2052",353173,NA,0.8
"result.2053",353184,NA,0.8
"result.2054",353339,NA,0.8
"result.2055",353483,NA,NA
"result.2056",353597,0.55,0.7
"result.2057",353604,0.6,0.8
"result.2058",353632,0.7,0.9
"result.2059",353718,0.6,0.75
"result.2060",353790,NA,0.95
"result.2061",353815,0.75,0.85
"result.2062",353903,NA,0.8
"result.2063",353915,0.5,0.7
"result.2064",354167,0.8,0.85
"result.2065",354319,0.4,0.75
"result.2066",354604,0.55,0.95
"result.2067",354908,0.65,0.8
"result.2068",354994,0.5,0.65
"result.2069",355007,0.7,0.8
"result.2070",355094,0.55,0.75
"result.2071",355190,0.6,0.65
"result.2072",355194,0.75,0.85
"result.2073",355351,0.7,0.7
"result.2074",355606,0.75,0.85
"result.2075",355687,0.85,0.95
"result.2076",355785,0.75,0.85
"result.2077",355809,NA,NA
"result.2078",355981,0.6,0.75
"result.2079",356028,NA,0.4
"result.2080",356153,0.6,0.8
"result.2081",356175,0.6,0.8
"result.2082",356509,0.8,0.9
"result.2083",356940,0.8,0.9
"result.2084",357025,0.7,0.9
"result.2085",357033,NA,NA
"result.2086",357117,0.75,0.85
"result.2087",357234,0.6,0.8
"result.2088",357536,0.75,0.85
"result.2089",357546,0.8,0.9
"result.2090",357709,0.65,0.75
"result.2091",357791,0.65,0.8
"result.2092",357845,NA,0.85
"result.2093",358275,0.6,0.8
"result.2094",358472,NA,0.4
"result.2095",358515,0.6,0.65
"result.2096",358567,0.85,0.9
"result.2097",358624,0.7,0.85
"result.2098",359233,NA,NA
"result.2099",359353,NA,0.4
"result.2100",359691,0.45,0.8
"result.2101",359983,0.75,0.9
"result.2102",360026,0.55,0.9
"result.2103",360041,0.4,0.45
"result.2104",360344,NA,0.6
"result.2105",360358,NA,0.7
"result.2106",360734,NA,0.75
"result.2107",360741,NA,NA
"result.2108",360756,0.7,0.9
"result.2109",361113,NA,0.65
"result.2110",361256,NA,0.55
"result.2111",361274,NA,0.75
"result.2112",361471,NA,0.65
"result.2113",361598,0.7,0.8
"result.2114",361617,NA,0.7
"result.2115",361936,NA,0.65
"result.2116",362282,0.5,0.55
"result.2117",362290,0.75,0.85
"result.2118",362439,NA,0.8
"result.2119",362451,0.7,0.8
"result.2120",362550,0.6,0.8
"result.2121",362849,0.55,0.85
"result.2122",362877,0.7,0.75
"result.2123",363118,0.65,0.8
"result.2124",363175,NA,0.6
"result.2125",363471,0.5,0.75
"result.2126",363634,0.65,0.8
"result.2127",363677,NA,0.6
"result.2128",363788,0.65,0.8
"result.2129",363835,0.6,0.7
"result.2130",364115,0.7,0.9
"result.2131",364142,0.65,0.8
"result.2132",364192,0.6,0.8
"result.2133",364308,0.8,0.9
"result.2134",364312,0.65,0.8
"result.2135",364595,0.65,0.65
"result.2136",364997,0.75,0.9
"result.2137",366847,0.4,0.5
"result.2138",367895,0.65,0.7
"result.2139",368140,0.85,0.9
"result.2140",368425,0.75,0.9
"result.2141",368533,NA,0.65
"result.2142",368536,NA,NA
"result.2143",368552,0.55,0.55
"result.2144",368621,0.9,0.95
"result.2145",368631,0.65,0.8
"result.2146",368781,0.6,0.75
"result.2147",369195,NA,0.4
"result.2148",369268,0.55,0.75
"result.2149",369269,0.65,0.8
"result.2150",369586,NA,0.9
"result.2151",369713,NA,NA
"result.2152",369805,0.65,0.8
"result.2153",369884,NA,0.9
"result.2154",369974,0.6,0.8
"result.2155",370611,NA,0.6
"result.2156",370648,NA,0.45
"result.2157",370651,NA,0.45
"result.2158",370997,0.45,0.5
"result.2159",371368,0.55,0.55
"result.2160",371499,NA,0.4
"result.2161",371599,0.4,0.4
"result.2162",371618,0.4,0.5
"result.2163",371739,0.5,0.6
"result.2164",371877,NA,NA
"result.2165",372558,0.55,0.6
"result.2166",372571,0.55,0.6
"result.2167",372706,0.55,0.7
"result.2168",373605,0.6,0.7
"result.2169",373823,NA,0.6
"result.2170",373896,0.8,0.9
"result.2171",373940,NA,0.45
"result.2172",374471,0.85,0.9
"result.2173",374657,0.6,0.65
"result.2174",374744,0.7,0.7
"result.2175",374749,0.6,0.65
"result.2176",374770,NA,0.45
"result.2177",374780,0.4,0.65
"result.2178",374902,0.6,0.65
"result.2179",374906,NA,0.45
"result.2180",375086,NA,NA
"result.2181",375088,0.5,0.55
"result.2182",375096,0.55,0.65
"result.2183",375979,0.6,0.7
"result.2184",376104,0.75,0.75
"result.2185",376186,0.8,0.9
"result.2186",376475,0.7,0.75
"result.2187",377251,0.75,0.95
"result.2188",377575,0.45,0.5
"result.2189",377889,0.65,0.85
"result.2190",378331,0.7,0.95
"result.2191",378396,0.55,0.95
"result.2192",378616,0.7,0.7
"result.2193",378842,0.8,0.95
"result.2194",378960,0.8,0.8
"result.2195",378995,0.85,0.9
"result.2196",380243,0.5,0.9
"result.2197",380376,0.85,0.85
"result.2198",380426,0.75,0.75
"result.2199",381033,0.4,0.45
"result.2200",381564,0.4,0.5
"result.2201",382509,0.5,0.55
"result.2202",382514,0.45,0.45
"result.2203",383771,0.4,0.45
"result.2204",384663,0.75,0.95
"result.2205",384723,0.7,0.75
"result.2206",390372,0.45,0.55
"result.2207",390828,NA,NA
"result.2208",390958,0.5,0.65
"result.2209",391560,0.5,0.5
"result.2210",393798,0.45,0.5
"result.2211",394226,NA,0.4
"result.2212",394393,0.55,0.6
"result.2213",394553,0.6,0.7
"result.2214",394554,0.4,0.45
